,ZTF_Name,Version,subject_ids,Ia,Ia-norm,Ia-91T,Ia-91bg,Ia-csm,Ia-02cx,Ia-03fg,Ib,Ib-norm,IIb,Ibn,Ic,Ic-norm,Ic-BL,Ic-SLSN,II,II-norm,IIn,NotSN,AGN,Gal,LBV,M-star,QSO,C-star,TDE,NoMatch,rlap,z
28,ZTF18aabybkt,ZTF18aabybkt_20180309_P60_v1.ascii,53623642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,6.0,0.0083
29,ZTF18aabybkt,ZTF18aabybkt_20180321_APO_v1.ascii,53623644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,16.07,0.0074
30,ZTF18aaccmnh,ZTF18aaccmnh_20180517_P200_v1.ascii,53623645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,16.38,0.0316
31,ZTF18aachojf,ZTF18aachojf_20180523_P60_v1.ascii,53623646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,3,0,0,0,21.05,0.0379
32,ZTF18aacopwm,ZTF18aacopwm_20181204_Keck1_v1.ascii,53623647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10.26,0.088
33,ZTF18aacsudg,ZTF18aacsudg_20191003_P200_v1.ascii,53623649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,14.07,0.0247
34,ZTF18aadbtae,ZTF18aadbtae_20190701_P200_v1.ascii,53623650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,3,0,0,0,7.15,0.0762
35,ZTF18aadkjmo,ZTF18aadkjmo_20181102_P60_v1.ascii,53623651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,14.0,0.0233
36,ZTF18aadnqwz,ZTF18aadnqwz_20180831_P60_v1.ascii,53623652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,1,0,0,0,16.3,0.0382
37,ZTF18aadqmyy,ZTF18aadqmyy_20190324_P60_v1.ascii,53623653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,11.16,0.042
38,ZTF18aadzfso,ZTF18aadzfso_20200208_LT_v1.ascii,53623654,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,0.0677
39,ZTF18aaegvyd,ZTF18aaegvyd_20190625_P60_v1.ascii,53623655,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5.18,0.0281
40,ZTF18aaekkoj,ZTF18aaekkoj_20180514_Keck1_v1.ascii,53623656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,38.09,0.0454
41,ZTF18aaemivw,ZTF18aaemivw_20181104_P60_v1.ascii,53623657,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,0.065
42,ZTF18aaenfaa,ZTF18aaenfaa_20180922_P60_v1.ascii,53623658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,27.19,0.0729
43,ZTF18aaeoiwu,ZTF18aaeoiwu_20191019_P60_v1.ascii,53623660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8.27,0.6259
44,ZTF18aaexyql,ZTF18aaexyql_20191102_P60_v1.ascii,53623662,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0.4753
45,ZTF18aaexyql,ZTF18aaexyql_20191126_P60_v1.ascii,53623663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5.53,0.0319
46,ZTF18aafcpdd,ZTF18aafcpdd_20181222_P60_v1.ascii,53623667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7.96,0.7859
47,ZTF18aaflcyp,ZTF18aaflcyp_20181229_P60_v1.ascii,53623668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14.08,0.028
48,ZTF18aagpxsx,ZTF18aagpxsx_20181227_P60_v1.ascii,53623669,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0.2728
49,ZTF18aagpzjk,ZTF18aagpzjk_20180320_P60_v1.ascii,53623670,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0.4463
50,ZTF18aagpzjk,ZTF18aagpzjk_20180410_P200_v1.ascii,53623671,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15.86,0.0114
51,ZTF18aagrdcs,ZTF18aagrdcs_20180327_P60_v1.ascii,53623672,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,0.0081
52,ZTF18aagrdcs,ZTF18aagrdcs_20180419_P200_v1.ascii,53623673,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.05,0.0207
53,ZTF18aagrdcs,ZTF18aagrdcs_20180419_TNG_v1.ascii,53623674,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0.016
54,ZTF18aagrkwn,ZTF18aagrkwn_20180601_P60_v1.ascii,53623675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,2,0,0,0,10.14,0.1426
55,ZTF18aagrtxs,ZTF18aagrtxs_20180328_P60_v1.ascii,53623676,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0.0176
56,ZTF18aagstdc,ZTF18aagstdc_20180402_P60_v1.ascii,53623677,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.88,0.0366
57,ZTF18aagteoy,ZTF18aagteoy_20180403_P60_v1.ascii,53623679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7.57,0.0438
58,ZTF18aagteoy,ZTF18aagteoy_20180404_DCT_v3.ascii,53623680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,10.77,0.049
59,ZTF18aagtevs,ZTF18aagtevs_20180404_DCT_v2.ascii,53623681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,15.58,0.0348
60,ZTF18aahatvc,ZTF18aahatvc_20200507_P60_v1.ascii,53623682,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0.0985
61,ZTF18aahatvc,ZTF18aahatvc_20200518_P60_v1.ascii,53623683,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,0.0742
62,ZTF18aahatvc,ZTF18aahatvc_20200522_P60_v1.ascii,53623684,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42,0.1013
63,ZTF18aahatvc,ZTF18aahatvc_20200527_P200_v1.ascii,53623685,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7.19,0.0786
64,ZTF18aahatvc,ZTF18aahatvc_20200527_P200_v4.ascii,53623686,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7.19,0.0786
65,ZTF18aahesrp,ZTF18aahesrp_20180410_P60_v1.ascii,53623688,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0.0754
66,ZTF18aahfeiy,ZTF18aahfeiy_20180517_P200_v1.ascii,53623691,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0.0696
67,ZTF18aahfjdt,ZTF18aahfjdt_20180419_P60_v1.ascii,53623694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,10.86,0.0453
68,ZTF18aahfohe,ZTF18aahfohe_20180419_P60_v1.ascii,53623695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,0,9.19,0.0256
69,ZTF18aahfqbc,ZTF18aahfqbc_20180411_APO_v1.ascii,53623697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,15.38,0.0011
70,ZTF18aahfxnn,ZTF18aahfxnn_20180410_P200_v1.ascii,53623698,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.45,0.0745
71,ZTF18aahfzea,ZTF18aahfzea_20180421_P60_v1.ascii,53623699,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78,0.0245
72,ZTF18aahheaj,ZTF18aahheaj_20180414_LT_v1.ascii,53623702,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0.0469
73,ZTF18aahhenr,ZTF18aahhenr_20180411_APO_v1.ascii,53623703,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,0.0801
74,ZTF18aahhqih,ZTF18aahhqih_20180327_P60_v1.ascii,53623705,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,5.26,0.013
75,ZTF18aahhzqn,ZTF18aahhzqn_20180421_P60_v1.ascii,53623706,0,0,0,0,0,0,0,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0.0341
76,ZTF18aahhzqn,ZTF18aahhzqn_20180421_P60_v2.ascii,53623707,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83,0.0255
77,ZTF18aahhzqn,ZTF18aahhzqn_20190403_Keck1_v1.ascii,53623709,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0.4337
78,ZTF18aahijwe,ZTF18aahijwe_20180425_P60_v1.ascii,53623710,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,8.7,0.0576
79,ZTF18aahjaxz,ZTF18aahjaxz_20180419_P60_v1.ascii,53623712,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0.0448
80,ZTF18aahjaxz,ZTF18aahjaxz_20180419_P60_v2.ascii,53623713,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0.0448
81,ZTF18aahjaxz,ZTF18aahjaxz_20180421_P60_v1.ascii,53623716,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.98,0.0445
82,ZTF18aahjaxz,ZTF18aahjaxz_20180421_P60_v2.ascii,53623717,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.98,0.0445
83,ZTF18aahjaxz,ZTF18aahjaxz_20180428_LT_v1.ascii,53623718,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0.294
84,ZTF18aahmhxu,ZTF18aahmhxu_20180422_P60_v4.ascii,53623720,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0.9788
85,ZTF18aahmhxu,ZTF18aahmhxu_20180428_LT_v1.ascii,53623721,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0.2817
86,ZTF18aahmhxu,ZTF18aahmhxu_20180517_P200_v2.ascii,53623723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4,0,0,0,9.64,0.1666
87,ZTF18aahmhxu,ZTF18aahmhxu_20180717_P200_v1.ascii,53623724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,0,0,0,0,0,11.17,0.1655
88,ZTF18aahmhxu,ZTF18aahmhxu_20181213_P200_v1.ascii,53623725,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,9.19,0.1685
89,ZTF18aahmkac,ZTF18aahmkac_20190529_DCT_v1.ascii,53623727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,3,0,0,0,10.24,0.0666
90,ZTF18aahmxqa,ZTF18aahmxqa_20180409_P60_v2.ascii,53623728,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0.1906
91,ZTF18aahmxqa,ZTF18aahmxqa_20180409_P60_v5.ascii,53623729,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86,0.0239
92,ZTF18aahmxqa,ZTF18aahmxqa_20180409_P60_v6.ascii,53623730,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.38,0.0315
93,ZTF18aahmxqa,ZTF18aahmxqa_20180417_NOT_v1.ascii,53623732,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0.0267
94,ZTF18aahmxqa,ZTF18aahmxqa_20180419_TNG_v1.ascii,53623733,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0.0265
95,ZTF18aahmxqa,ZTF18aahmxqa_20180514_Keck1_v1.ascii,53623734,0,0,0,0,0,0,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.36,0.0337
96,ZTF18aahnnly,ZTF18aahnnly_20180508_P200_v1.ascii,53623736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12.13,0.0291
97,ZTF18aahpbal,ZTF18aahpbal_20180418_P60_v1.ascii,53623737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,13.05,0.0577
98,ZTF18aahpbwz,ZTF18aahpbwz_20180426_P60_v1.ascii,53623738,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0.0563
99,ZTF18aahpbwz,ZTF18aahpbwz_20180509_NOT_v1.ascii,53623739,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6.76,0.0602
100,ZTF18aahpbwz,ZTF18aahpbwz_20180509_P60_v1.ascii,53623740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0.0491
101,ZTF18aahpbwz,ZTF18aahpbwz_20180509_P60_v3.ascii,53623742,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91,0.2165
102,ZTF18aahpbwz,ZTF18aahpbwz_20180516_NOT_v1.ascii,53623743,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22,0.0599
103,ZTF18aahpbwz,ZTF18aahpbwz_20180517_P200_v1.ascii,53623744,0,0,1,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9.61,0.0618
104,ZTF18aahptcq,ZTF18aahptcq_20180415_P60_v1.ascii,53623746,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.12,0.0668
105,ZTF18aahptcq,ZTF18aahptcq_20180415_P60_v2.ascii,53623747,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0.0539
106,ZTF18aahqfee,ZTF18aahqfee_20180513_DCT_v1.ascii,53623748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16.41,0.039
107,ZTF18aahqkbt,ZTF18aahqkbt_20180517_P60_v1.ascii,53623751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,8.84,0.0521
108,ZTF18aahqkbt,ZTF18aahqkbt_20180520_P60_v1.ascii,53623753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,9.01,0.0485
109,ZTF18aahqkbt,ZTF18aahqkbt_20180913_DCT_v1.ascii,53623754,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,1,0,5.46,0.0513
110,ZTF18aahqkbt,ZTF18aahqkbt_20191023_DCT_v1.ascii,53623755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,8.45,0.0499
111,ZTF18aahqmsr,ZTF18aahqmsr_20180426_P60_v1.ascii,53623756,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85,0.0652
112,ZTF18aahshhp,ZTF18aahshhp_20200303_P60_v1.ascii,53623757,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56,0.0582
113,ZTF18aahtjsc,ZTF18aahtjsc_20190401_P60_v1.ascii,53623758,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92,0.0582
114,ZTF18aahtkze,ZTF18aahtkze_20180513_DCT_v1.ascii,53623759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,18.43,0.0691
115,ZTF18aahuujv,ZTF18aahuujv_20190704_P60_v1.ascii,53623761,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9.42,0.0458
116,ZTF18aahuujv,ZTF18aahuujv_20190708_P60_v1.ascii,53623762,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07,0.0543
117,ZTF18aahvcby,ZTF18aahvcby_20180513_DCT_v1.ascii,53623763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,16.53,0.0664
118,ZTF18aaikyip,ZTF18aaikyip_20181223_P60_v1.ascii,53623767,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,9.29,0.2676
119,ZTF18aailmnv,ZTF18aailmnv_20180721_P60_v1.ascii,53623769,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23,0.0787
120,ZTF18aainvic,ZTF18aainvic_20180516_P200_v1.ascii,53623770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,19.08,0.0391
121,ZTF18aainvic,ZTF18aainvic_20180622_TNG_v2.ascii,53623772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20.2,0.0318
122,ZTF18aainvic,ZTF18aainvic_20180714_TNG_v1.ascii,53623773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16.28,0.0376
123,ZTF18aainvic,ZTF18aainvic_20180717_P200_v1.ascii,53623774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,0,0,0,0,0,0,15.86,0.0311
124,ZTF18aainvic,ZTF18aainvic_20180930_TNG_v1.ascii,53623776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,14.19,0.0315
125,ZTF18aairuad,ZTF18aairuad_20180416_LT_v1.ascii,53623777,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.95,0.061
126,ZTF18aaisyyp,ZTF18aaisyyp_20180504_NOT_v1.ascii,53623778,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0.1544
127,ZTF18aaisyyp,ZTF18aaisyyp_20180504_P60_v1.ascii,53623779,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,0.2977
